"Ma","T","U:0","U:1","U:2","ddt0(rho)","ddt0(rho,K)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddt0(rho,e)","ddt0(thermo:psi,p)","ddtCorrDdt0(rho,U):0","ddtCorrDdt0(rho,U):1","ddtCorrDdt0(rho,U):2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3419,396.49,524.62,115.34,7.2671e-20,5.5924e-08,-0.014727,-1.097e-05,-2.9944e-06,5.0823e-25,0.015339,5.5924e-08,-1.097e-05,-2.9944e-06,5.0823e-25,2.3774e+05,2.0842,1,0.10573,0.602,0.027846,1
1.3423,396.43,524.64,115.72,5.6167e-20,5.6245e-08,-0.014766,-1.0953e-05,-2.9898e-06,4.5333e-25,0.015381,5.6245e-08,-1.0953e-05,-2.9898e-06,4.5333e-25,2.3765e+05,2.0837,1,0.10677,0.603,0.028119,1
1.3427,396.37,524.65,116.1,3.9663e-20,5.6567e-08,-0.014805,-1.0936e-05,-2.9852e-06,3.9843e-25,0.015423,5.6567e-08,-1.0936e-05,-2.9852e-06,3.9843e-25,2.3756e+05,2.0832,1,0.10781,0.604,0.028392,1
1.3431,396.31,524.67,116.48,2.3157e-20,5.6888e-08,-0.014844,-1.0919e-05,-2.9806e-06,3.4353e-25,0.015466,5.6888e-08,-1.0919e-05,-2.9806e-06,3.4353e-25,2.3746e+05,2.0827,1,0.10884,0.605,0.028665,1
1.3435,396.24,524.68,116.86,6.6535e-21,5.7209e-08,-0.014884,-1.0902e-05,-2.9761e-06,2.8864e-25,0.015508,5.7209e-08,-1.0902e-05,-2.9761e-06,2.8864e-25,2.3737e+05,2.0822,1,0.10988,0.606,0.028938,1
1.3439,396.18,524.7,117.24,-9.8504e-21,5.7531e-08,-0.014923,-1.0885e-05,-2.9715e-06,2.3374e-25,0.015551,5.7531e-08,-1.0885e-05,-2.9715e-06,2.3374e-25,2.3728e+05,2.0817,1,0.11092,0.607,0.029211,1
1.3443,396.12,524.71,117.62,-2.6354e-20,5.7852e-08,-0.014962,-1.0867e-05,-2.9669e-06,1.7885e-25,0.015593,5.7852e-08,-1.0867e-05,-2.9669e-06,1.7885e-25,2.3719e+05,2.0813,1,0.11195,0.608,0.029484,1
1.3447,396.06,524.73,118,-4.286e-20,5.8173e-08,-0.015001,-1.085e-05,-2.9623e-06,1.2395e-25,0.015636,5.8173e-08,-1.085e-05,-2.9623e-06,1.2395e-25,2.3709e+05,2.0808,1,0.11299,0.609,0.029757,1
1.3451,396,524.74,118.38,-5.9363e-20,5.8495e-08,-0.015041,-1.0833e-05,-2.9577e-06,6.9053e-26,0.015678,5.8495e-08,-1.0833e-05,-2.9577e-06,6.9053e-26,2.37e+05,2.0803,1,0.11403,0.61,0.03003,1
1.3455,395.93,524.76,118.76,-7.5867e-20,5.8816e-08,-0.01508,-1.0816e-05,-2.9531e-06,1.4156e-26,0.015721,5.8816e-08,-1.0816e-05,-2.9531e-06,1.4156e-26,2.3691e+05,2.0798,1,0.11506,0.611,0.030303,1
1.3459,395.87,524.77,119.14,-9.2371e-20,5.9137e-08,-0.015119,-1.0799e-05,-2.9486e-06,-4.074e-26,0.015763,5.9137e-08,-1.0799e-05,-2.9486e-06,-4.074e-26,2.3682e+05,2.0793,1,0.1161,0.612,0.030576,1
1.3463,395.81,524.79,119.53,-1.0888e-19,5.9459e-08,-0.015158,-1.0782e-05,-2.944e-06,-9.5636e-26,0.015806,5.9459e-08,-1.0782e-05,-2.944e-06,-9.5636e-26,2.3672e+05,2.0788,1,0.11714,0.613,0.030849,1
1.3467,395.74,524.87,119.79,-9.5151e-19,5.9968e-08,-0.01515,-1.0633e-05,-2.9032e-06,-3.539e-25,0.015811,5.9968e-08,-1.0633e-05,-2.9032e-06,-3.539e-25,2.3657e+05,2.0778,1,0.11817,0.614,0.031122,1
1.3472,395.67,524.96,120.02,-2.0104e-18,6.0527e-08,-0.01513,-1.0449e-05,-2.8529e-06,-6.654e-25,0.015807,6.0527e-08,-1.0449e-05,-2.8529e-06,-6.654e-25,2.364e+05,2.0767,1,0.11921,0.615,0.031395,1
1.3477,395.59,525.05,120.25,-3.0694e-18,6.1086e-08,-0.01511,-1.0265e-05,-2.8026e-06,-9.769e-25,0.015803,6.1086e-08,-1.0265e-05,-2.8026e-06,-9.769e-25,2.3624e+05,2.0756,1,0.12025,0.616,0.031668,1
1.3482,395.52,525.14,120.48,-4.1283e-18,6.1645e-08,-0.01509,-1.0081e-05,-2.7524e-06,-1.2884e-24,0.015799,6.1645e-08,-1.0081e-05,-2.7524e-06,-1.2884e-24,2.3607e+05,2.0745,1,0.12128,0.617,0.031941,1
1.3487,395.45,525.23,120.71,-5.1872e-18,6.2203e-08,-0.01507,-9.8976e-06,-2.7021e-06,-1.5999e-24,0.015795,6.2203e-08,-9.8976e-06,-2.7021e-06,-1.5999e-24,2.359e+05,2.0734,1,0.12232,0.618,0.032214,1
1.3492,395.38,525.32,120.94,-6.2462e-18,6.2762e-08,-0.01505,-9.7137e-06,-2.6518e-06,-1.9114e-24,0.015791,6.2762e-08,-9.7137e-06,-2.6518e-06,-1.9114e-24,2.3573e+05,2.0724,1,0.12335,0.619,0.032487,1
1.3497,395.3,525.41,121.17,-7.3051e-18,6.3321e-08,-0.01503,-9.5298e-06,-2.6016e-06,-2.2229e-24,0.015787,6.3321e-08,-9.5298e-06,-2.6016e-06,-2.2229e-24,2.3556e+05,2.0713,1,0.12439,0.62,0.03276,1
1.3502,395.23,525.5,121.4,-8.3641e-18,6.388e-08,-0.01501,-9.3459e-06,-2.5513e-06,-2.5344e-24,0.015783,6.388e-08,-9.3459e-06,-2.5513e-06,-2.5344e-24,2.354e+05,2.0702,1,0.12543,0.621,0.033033,1
1.3507,395.16,525.59,121.64,-9.423e-18,6.4439e-08,-0.01499,-9.162e-06,-2.501e-06,-2.8459e-24,0.015779,6.4439e-08,-9.162e-06,-2.501e-06,-2.8459e-24,2.3523e+05,2.0691,1,0.12646,0.622,0.033306,1
1.3512,395.09,525.69,121.87,-1.0482e-17,6.4997e-08,-0.01497,-8.9782e-06,-2.4508e-06,-3.1574e-24,0.015774,6.4997e-08,-8.9782e-06,-2.4508e-06,-3.1574e-24,2.3506e+05,2.068,1,0.1275,0.623,0.033579,1
1.3517,395.01,525.78,122.1,-1.1541e-17,6.5556e-08,-0.01495,-8.7943e-06,-2.4005e-06,-3.4689e-24,0.01577,6.5556e-08,-8.7943e-06,-2.4005e-06,-3.4689e-24,2.3489e+05,2.0669,1,0.12854,0.624,0.033852,1
1.3522,394.94,525.87,122.33,-1.26e-17,6.6115e-08,-0.01493,-8.6104e-06,-2.3502e-06,-3.7804e-24,0.015766,6.6115e-08,-8.6104e-06,-2.3502e-06,-3.7804e-24,2.3472e+05,2.0658,1,0.12957,0.625,0.034125,1
1.3527,394.87,525.96,122.56,-1.3659e-17,6.6674e-08,-0.01491,-8.4265e-06,-2.3e-06,-4.0919e-24,0.015762,6.6674e-08,-8.4265e-06,-2.3e-06,-4.0919e-24,2.3455e+05,2.0647,1,0.13061,0.626,0.034398,1
1.3532,394.8,526.05,122.79,-1.4718e-17,6.7233e-08,-0.01489,-8.2426e-06,-2.2497e-06,-4.4034e-24,0.015758,6.7233e-08,-8.2426e-06,-2.2497e-06,-4.4034e-24,2.3439e+05,2.0636,1,0.13165,0.627,0.034671,1
1.3537,394.72,526.14,123.02,-1.5777e-17,6.7792e-08,-0.01487,-8.0587e-06,-2.1994e-06,-4.7149e-24,0.015754,6.7792e-08,-8.0587e-06,-2.1994e-06,-4.7149e-24,2.3422e+05,2.0625,1,0.13268,0.628,0.034944,1
1.3542,394.65,526.23,123.25,-1.6836e-17,6.835e-08,-0.01485,-7.8749e-06,-2.1491e-06,-5.0264e-24,0.01575,6.835e-08,-7.8749e-06,-2.1491e-06,-5.0264e-24,2.3405e+05,2.0614,1,0.13372,0.629,0.035217,1
1.3547,394.58,526.32,123.48,-1.7895e-17,6.8909e-08,-0.01483,-7.691e-06,-2.0989e-06,-5.3379e-24,0.015746,6.8909e-08,-7.691e-06,-2.0989e-06,-5.3379e-24,2.3388e+05,2.0603,1,0.13476,0.63,0.03549,1
1.3552,394.51,526.42,123.72,-1.8953e-17,6.9468e-08,-0.01481,-7.5071e-06,-2.0486e-06,-5.6494e-24,0.015742,6.9468e-08,-7.5071e-06,-2.0486e-06,-5.6494e-24,2.3371e+05,2.0592,1,0.13579,0.631,0.035763,1
1.3557,394.43,526.51,123.95,-2.0012e-17,7.0027e-08,-0.01479,-7.3232e-06,-1.9983e-06,-5.961e-24,0.015737,7.0027e-08,-7.3232e-06,-1.9983e-06,-5.961e-24,2.3355e+05,2.0581,1,0.13683,0.632,0.036036,1
1.3561,394.37,526.61,124.08,-1.91e-17,7.0491e-08,-0.014771,-7.1676e-06,-1.9559e-06,-5.9072e-24,0.015717,7.0491e-08,-7.1676e-06,-1.9559e-06,-5.9072e-24,2.3338e+05,2.0569,1,0.13787,0.633,0.036309,1
1.3566,394.31,526.71,124.21,-1.8026e-17,7.0948e-08,-0.014753,-7.0142e-06,-1.9141e-06,-5.8236e-24,0.015696,7.0948e-08,-7.0142e-06,-1.9141e-06,-5.8236e-24,2.3321e+05,2.0557,1,0.1389,0.634,0.036582,1
1.357,394.25,526.82,124.34,-1.6952e-17,7.1404e-08,-0.014736,-6.8609e-06,-1.8723e-06,-5.7399e-24,0.015675,7.1404e-08,-6.8609e-06,-1.8723e-06,-5.7399e-24,2.3304e+05,2.0546,1,0.13994,0.635,0.036855,1
1.3574,394.19,526.92,124.46,-1.5878e-17,7.1861e-08,-0.014718,-6.7075e-06,-1.8305e-06,-5.6563e-24,0.015653,7.1861e-08,-6.7075e-06,-1.8305e-06,-5.6563e-24,2.3287e+05,2.0534,1,0.14098,0.636,0.037128,1
1.3579,394.13,527.03,124.59,-1.4805e-17,7.2318e-08,-0.0147,-6.5542e-06,-1.7887e-06,-5.5727e-24,0.015632,7.2318e-08,-6.5542e-06,-1.7887e-06,-5.5727e-24,2.3271e+05,2.0522,1,0.14201,0.637,0.037401,1
1.3583,394.07,527.13,124.72,-1.3731e-17,7.2774e-08,-0.014682,-6.4009e-06,-1.7469e-06,-5.4891e-24,0.015611,7.2774e-08,-6.4009e-06,-1.7469e-06,-5.4891e-24,2.3254e+05,2.051,1,0.14305,0.638,0.037674,1
1.3588,394.02,527.23,124.84,-1.2657e-17,7.3231e-08,-0.014664,-6.2475e-06,-1.7051e-06,-5.4055e-24,0.015589,7.3231e-08,-6.2475e-06,-1.7051e-06,-5.4055e-24,2.3237e+05,2.0499,1,0.14409,0.639,0.037947,1
1.3592,393.96,527.34,124.97,-1.1584e-17,7.3687e-08,-0.014646,-6.0942e-06,-1.6633e-06,-5.3219e-24,0.015568,7.3687e-08,-6.0942e-06,-1.6633e-06,-5.3219e-24,2.322e+05,2.0487,1,0.14512,0.64,0.03822,1
1.3596,393.9,527.44,125.1,-1.051e-17,7.4144e-08,-0.014628,-5.9408e-06,-1.6215e-06,-5.2383e-24,0.015546,7.4144e-08,-5.9408e-06,-1.6215e-06,-5.2383e-24,2.3203e+05,2.0475,1,0.14616,0.641,0.038493,1
1.3601,393.84,527.54,125.23,-9.4361e-18,7.46e-08,-0.01461,-5.7875e-06,-1.5797e-06,-5.1547e-24,0.015525,7.46e-08,-5.7875e-06,-1.5797e-06,-5.1547e-24,2.3187e+05,2.0463,1,0.1472,0.642,0.038766,1
1.3605,393.78,527.65,125.35,-8.3624e-18,7.5057e-08,-0.014592,-5.6341e-06,-1.5379e-06,-5.071e-24,0.015504,7.5057e-08,-5.6341e-06,-1.5379e-06,-5.071e-24,2.317e+05,2.0452,1,0.14823,0.643,0.039039,1
1.361,393.72,527.75,125.48,-7.2886e-18,7.5514e-08,-0.014574,-5.4808e-06,-1.4961e-06,-4.9874e-24,0.015482,7.5514e-08,-5.4808e-06,-1.4961e-06,-4.9874e-24,2.3153e+05,2.044,1,0.14927,0.644,0.039312,1
1.3614,393.66,527.86,125.61,-6.2149e-18,7.597e-08,-0.014556,-5.3275e-06,-1.4543e-06,-4.9038e-24,0.015461,7.597e-08,-5.3275e-06,-1.4543e-06,-4.9038e-24,2.3136e+05,2.0428,1,0.15031,0.645,0.039585,1
1.3618,393.6,527.96,125.74,-5.1412e-18,7.6427e-08,-0.014538,-5.1741e-06,-1.4125e-06,-4.8202e-24,0.01544,7.6427e-08,-5.1741e-06,-1.4125e-06,-4.8202e-24,2.3119e+05,2.0416,1,0.15134,0.646,0.039858,1
1.3623,393.54,528.06,125.86,-4.0674e-18,7.6883e-08,-0.01452,-5.0208e-06,-1.3707e-06,-4.7366e-24,0.015418,7.6883e-08,-5.0208e-06,-1.3707e-06,-4.7366e-24,2.3103e+05,2.0405,1,0.15238,0.647,0.040131,1
1.3627,393.48,528.17,125.99,-2.9937e-18,7.734e-08,-0.014502,-4.8674e-06,-1.3289e-06,-4.653e-24,0.015397,7.734e-08,-4.8674e-06,-1.3289e-06,-4.653e-24,2.3086e+05,2.0393,1,0.15342,0.648,0.040404,1
1.3631,393.42,528.27,126.12,-1.92e-18,7.7797e-08,-0.014484,-4.7141e-06,-1.2871e-06,-4.5694e-24,0.015375,7.7797e-08,-4.7141e-06,-1.2871e-06,-4.5694e-24,2.3069e+05,2.0381,1,0.15445,0.649,0.040677,1
1.3636,393.36,528.38,126.24,-8.4628e-19,7.8253e-08,-0.014466,-4.5607e-06,-1.2453e-06,-4.4858e-24,0.015354,7.8253e-08,-4.5607e-06,-1.2453e-06,-4.4858e-24,2.3052e+05,2.0369,1,0.15549,0.65,0.04095,1
1.364,393.3,528.48,126.37,1.9698e-19,7.8692e-08,-0.01445,-4.4164e-06,-1.206e-06,-4.4007e-24,0.015333,7.8692e-08,-4.4164e-06,-1.206e-06,-4.4007e-24,2.3036e+05,2.0358,1,0.15653,0.651,0.041223,1
1.3643,393.26,528.56,126.43,7.3174e-19,7.8835e-08,-0.014475,-4.4217e-06,-1.2075e-06,-4.2911e-24,0.015308,7.8835e-08,-4.4217e-06,-1.2075e-06,-4.2911e-24,2.3023e+05,2.0348,1,0.15756,0.652,0.041496,1
1.3646,393.23,528.64,126.5,1.2665e-18,7.8978e-08,-0.0145,-4.4271e-06,-1.209e-06,-4.1815e-24,0.015283,7.8978e-08,-4.4271e-06,-1.209e-06,-4.1815e-24,2.301e+05,2.0339,1,0.1586,0.653,0.041769,1
1.3649,393.19,528.73,126.56,1.8012e-18,7.9121e-08,-0.014525,-4.4325e-06,-1.2105e-06,-4.0719e-24,0.015259,7.9121e-08,-4.4325e-06,-1.2105e-06,-4.0719e-24,2.2997e+05,2.033,1,0.15964,0.654,0.042042,1
1.3653,393.15,528.81,126.62,2.336e-18,7.9264e-08,-0.01455,-4.4378e-06,-1.212e-06,-3.9623e-24,0.015234,7.9264e-08,-4.4378e-06,-1.212e-06,-3.9623e-24,2.2984e+05,2.032,1,0.16067,0.655,0.042315,1
1.3656,393.11,528.89,126.69,2.8708e-18,7.9407e-08,-0.014575,-4.4432e-06,-1.2135e-06,-3.8527e-24,0.015209,7.9407e-08,-4.4432e-06,-1.2135e-06,-3.8527e-24,2.2971e+05,2.0311,1,0.16171,0.656,0.042588,1
1.3659,393.07,528.98,126.75,3.4055e-18,7.955e-08,-0.0146,-4.4486e-06,-1.215e-06,-3.7432e-24,0.015185,7.955e-08,-4.4486e-06,-1.215e-06,-3.7432e-24,2.2958e+05,2.0301,1,0.16275,0.657,0.042861,1
1.3662,393.03,529.06,126.81,3.9403e-18,7.9693e-08,-0.014625,-4.4539e-06,-1.2165e-06,-3.6336e-24,0.01516,7.9693e-08,-4.4539e-06,-1.2165e-06,-3.6336e-24,2.2945e+05,2.0292,1,0.16378,0.658,0.043134,1
1.3665,392.99,529.14,126.88,4.4751e-18,7.9836e-08,-0.01465,-4.4593e-06,-1.218e-06,-3.524e-24,0.015135,7.9836e-08,-4.4593e-06,-1.218e-06,-3.524e-24,2.2932e+05,2.0283,1,0.16482,0.659,0.043407,1
1.3668,392.95,529.23,126.94,5.0098e-18,7.9979e-08,-0.014675,-4.4647e-06,-1.2195e-06,-3.4144e-24,0.015111,7.9979e-08,-4.4647e-06,-1.2195e-06,-3.4144e-24,2.2919e+05,2.0273,1,0.16586,0.66,0.04368,1
1.3671,392.91,529.31,127,5.5446e-18,8.0122e-08,-0.014701,-4.47e-06,-1.221e-06,-3.3048e-24,0.015086,8.0122e-08,-4.47e-06,-1.221e-06,-3.3048e-24,2.2906e+05,2.0264,1,0.16689,0.661,0.043953,1
1.3674,392.88,529.39,127.07,6.0794e-18,8.0265e-08,-0.014726,-4.4754e-06,-1.2225e-06,-3.1952e-24,0.015061,8.0265e-08,-4.4754e-06,-1.2225e-06,-3.1952e-24,2.2893e+05,2.0254,1,0.16793,0.662,0.044226,1
1.3677,392.84,529.47,127.13,6.6141e-18,8.0408e-08,-0.014751,-4.4807e-06,-1.224e-06,-3.0856e-24,0.015037,8.0408e-08,-4.4807e-06,-1.224e-06,-3.0856e-24,2.2881e+05,2.0245,1,0.16896,0.663,0.044499,1
1.3681,392.8,529.56,127.19,7.1489e-18,8.0551e-08,-0.014776,-4.4861e-06,-1.2255e-06,-2.9761e-24,0.015012,8.0551e-08,-4.4861e-06,-1.2255e-06,-2.9761e-24,2.2868e+05,2.0235,1,0.17,0.664,0.044772,1
1.3684,392.76,529.64,127.26,7.6837e-18,8.0694e-08,-0.014801,-4.4915e-06,-1.227e-06,-2.8665e-24,0.014987,8.0694e-08,-4.4915e-06,-1.227e-06,-2.8665e-24,2.2855e+05,2.0226,1,0.17104,0.665,0.045045,1
1.3687,392.72,529.72,127.32,8.2184e-18,8.0837e-08,-0.014826,-4.4968e-06,-1.2285e-06,-2.7569e-24,0.014963,8.0837e-08,-4.4968e-06,-1.2285e-06,-2.7569e-24,2.2842e+05,2.0217,1,0.17207,0.666,0.045318,1
1.369,392.68,529.81,127.38,8.7532e-18,8.098e-08,-0.014851,-4.5022e-06,-1.23e-06,-2.6473e-24,0.014938,8.098e-08,-4.5022e-06,-1.23e-06,-2.6473e-24,2.2829e+05,2.0207,1,0.17311,0.667,0.045591,1
1.3693,392.64,529.89,127.45,9.2879e-18,8.1123e-08,-0.014876,-4.5076e-06,-1.2315e-06,-2.5377e-24,0.014913,8.1123e-08,-4.5076e-06,-1.2315e-06,-2.5377e-24,2.2816e+05,2.0198,1,0.17415,0.668,0.045864,1
1.3696,392.6,529.97,127.51,9.8227e-18,8.1266e-08,-0.014901,-4.5129e-06,-1.233e-06,-2.4281e-24,0.014889,8.1266e-08,-4.5129e-06,-1.233e-06,-2.4281e-24,2.2803e+05,2.0188,1,0.17518,0.669,0.046137,1
1.3699,392.57,530.05,127.57,1.0257e-17,8.1359e-08,-0.014934,-4.5458e-06,-1.242e-06,-2.3158e-24,0.014865,8.1359e-08,-4.5458e-06,-1.242e-06,-2.3158e-24,2.2791e+05,2.018,1,0.17622,0.67,0.04641,1
1.3701,392.55,530.1,127.6,1.0259e-17,8.1237e-08,-0.015002,-4.6966e-06,-1.2832e-06,-2.1918e-24,0.014844,8.1237e-08,-4.6966e-06,-1.2832e-06,-2.1918e-24,2.2783e+05,2.0173,1,0.17726,0.671,0.046683,1
1.3702,392.53,530.15,127.63,1.0261e-17,8.1116e-08,-0.015069,-4.8475e-06,-1.3243e-06,-2.0679e-24,0.014823,8.1116e-08,-4.8475e-06,-1.3243e-06,-2.0679e-24,2.2775e+05,2.0167,1,0.17829,0.672,0.046956,1
1.3704,392.51,530.2,127.66,1.0262e-17,8.0995e-08,-0.015137,-4.9984e-06,-1.3655e-06,-1.9439e-24,0.014802,8.0995e-08,-4.9984e-06,-1.3655e-06,-1.9439e-24,2.2766e+05,2.0161,1,0.17933,0.673,0.047229,1
1.3706,392.49,530.26,127.69,1.0264e-17,8.0874e-08,-0.015205,-5.1493e-06,-1.4066e-06,-1.8199e-24,0.014781,8.0874e-08,-5.1493e-06,-1.4066e-06,-1.8199e-24,2.2758e+05,2.0155,1,0.18037,0.674,0.047502,1
1.3708,392.47,530.31,127.72,1.0266e-17,8.0753e-08,-0.015273,-5.3002e-06,-1.4478e-06,-1.6959e-24,0.01476,8.0753e-08,-5.3002e-06,-1.4478e-06,-1.6959e-24,2.275e+05,2.0148,1,0.1814,0.675,0.047775,1
1.371,392.45,530.36,127.75,1.0268e-17,8.0631e-08,-0.015341,-5.4511e-06,-1.4889e-06,-1.5719e-24,0.014739,8.0631e-08,-5.4511e-06,-1.4889e-06,-1.5719e-24,2.2742e+05,2.0142,1,0.18244,0.676,0.048048,1
1.3711,392.43,530.41,127.78,1.027e-17,8.051e-08,-0.015408,-5.602e-06,-1.5301e-06,-1.448e-24,0.014719,8.051e-08,-5.602e-06,-1.5301e-06,-1.448e-24,2.2734e+05,2.0136,1,0.18348,0.677,0.048321,1
1.3713,392.41,530.46,127.81,1.0272e-17,8.0389e-08,-0.015476,-5.7528e-06,-1.5712e-06,-1.324e-24,0.014698,8.0389e-08,-5.7528e-06,-1.5712e-06,-1.324e-24,2.2726e+05,2.013,1,0.18451,0.678,0.048594,1
1.3715,392.39,530.51,127.84,1.0273e-17,8.0268e-08,-0.015544,-5.9037e-06,-1.6124e-06,-1.2e-24,0.014677,8.0268e-08,-5.9037e-06,-1.6124e-06,-1.2e-24,2.2717e+05,2.0123,1,0.18555,0.679,0.048867,1
1.3717,392.37,530.57,127.87,1.0275e-17,8.0146e-08,-0.015612,-6.0546e-06,-1.6536e-06,-1.076e-24,0.014656,8.0146e-08,-6.0546e-06,-1.6536e-06,-1.076e-24,2.2709e+05,2.0117,1,0.18659,0.68,0.04914,1
1.3719,392.35,530.62,127.9,1.0277e-17,8.0025e-08,-0.01568,-6.2055e-06,-1.6947e-06,-9.5206e-25,0.014635,8.0025e-08,-6.2055e-06,-1.6947e-06,-9.5206e-25,2.2701e+05,2.0111,1,0.18762,0.681,0.049413,1
1.372,392.33,530.67,127.93,1.0279e-17,7.9904e-08,-0.015748,-6.3564e-06,-1.7358e-06,-8.2808e-25,0.014614,7.9904e-08,-6.3564e-06,-1.7358e-06,-8.2808e-25,2.2693e+05,2.0105,1,0.18866,0.682,0.049686,1
1.3722,392.31,530.72,127.96,1.0281e-17,7.9783e-08,-0.015815,-6.5073e-06,-1.777e-06,-7.041e-25,0.014593,7.9783e-08,-6.5073e-06,-1.777e-06,-7.041e-25,2.2685e+05,2.0098,1,0.1897,0.683,0.049959,1
1.3724,392.29,530.77,127.99,1.0283e-17,7.9662e-08,-0.015883,-6.6582e-06,-1.8182e-06,-5.8012e-25,0.014572,7.9662e-08,-6.6582e-06,-1.8182e-06,-5.8012e-25,2.2676e+05,2.0092,1,0.19073,0.684,0.050232,1
1.3726,392.27,530.82,128.02,1.0284e-17,7.954e-08,-0.015951,-6.8091e-06,-1.8593e-06,-4.5614e-25,0.014552,7.954e-08,-6.8091e-06,-1.8593e-06,-4.5614e-25,2.2668e+05,2.0086,1,0.19177,0.685,0.050505,1
1.3728,392.25,530.88,128.05,1.0286e-17,7.9419e-08,-0.016019,-6.9599e-06,-1.9005e-06,-3.3217e-25,0.014531,7.9419e-08,-6.9599e-06,-1.9005e-06,-3.3217e-25,2.266e+05,2.008,1,0.19281,0.686,0.050778,1
1.3729,392.23,530.93,128.08,1.0288e-17,7.9298e-08,-0.016087,-7.1108e-06,-1.9416e-06,-2.0819e-25,0.01451,7.9298e-08,-7.1108e-06,-1.9416e-06,-2.0819e-25,2.2652e+05,2.0073,1,0.19384,0.687,0.051051,1
1.3731,392.21,530.98,128.11,1.029e-17,7.9177e-08,-0.016154,-7.2617e-06,-1.9828e-06,-8.4205e-26,0.014489,7.9177e-08,-7.2617e-06,-1.9828e-06,-8.4205e-26,2.2644e+05,2.0067,1,0.19488,0.688,0.051324,1
1.3733,392.2,531.02,128.13,1.0291e-17,7.898e-08,-0.016235,-7.4547e-06,-2.0354e-06,1.9977e-31,0.014469,7.898e-08,-7.4547e-06,-2.0354e-06,1.9977e-31,2.2637e+05,2.0062,1,0.19592,0.689,0.051597,1
1.3734,392.19,531.05,128.15,1.0291e-17,7.8625e-08,-0.016342,-7.737e-06,-2.1125e-06,1.0236e-31,0.014452,7.8625e-08,-7.737e-06,-2.1125e-06,1.0236e-31,2.2633e+05,2.0058,1,0.19695,0.69,0.05187,1
1.3734,392.19,531.07,128.17,1.0291e-17,7.827e-08,-0.016449,-8.0192e-06,-2.1895e-06,4.9321e-33,0.014436,7.827e-08,-8.0192e-06,-2.1895e-06,4.9321e-33,2.2628e+05,2.0055,1,0.19799,0.691,0.052143,1
1.3735,392.18,531.09,128.19,1.0291e-17,7.7915e-08,-0.016557,-8.3015e-06,-2.2666e-06,-9.2514e-32,0.014419,7.7915e-08,-8.3015e-06,-2.2666e-06,-9.2514e-32,2.2624e+05,2.0052,1,0.19903,0.692,0.052416,1
1.3736,392.17,531.11,128.2,1.0291e-17,7.7559e-08,-0.016664,-8.5837e-06,-2.3437e-06,1.5605e-31,0.014402,7.7559e-08,-8.5837e-06,-2.3437e-06,1.5605e-31,2.262e+05,2.0048,1,0.20006,0.693,0.052689,1
1.3737,392.17,531.14,128.22,1.0291e-17,7.7204e-08,-0.016771,-8.866e-06,-2.4207e-06,5.8599e-32,0.014385,7.7204e-08,-8.866e-06,-2.4207e-06,5.8599e-32,2.2616e+05,2.0045,1,0.2011,0.694,0.052962,1
1.3737,392.16,531.16,128.24,1.0291e-17,7.6849e-08,-0.016879,-9.1482e-06,-2.4977e-06,-3.8869e-32,0.014368,7.6849e-08,-9.1482e-06,-2.4977e-06,-3.8869e-32,2.2612e+05,2.0041,1,0.20214,0.695,0.053235,1
1.3738,392.16,531.18,128.25,1.0291e-17,7.6493e-08,-0.016986,-9.4305e-06,-2.5748e-06,-5.7114e-32,0.014351,7.6493e-08,-9.4305e-06,-2.5748e-06,-5.7114e-32,2.2608e+05,2.0038,1,0.20317,0.696,0.053508,1
1.3739,392.15,531.21,128.27,1.0291e-17,7.6138e-08,-0.017093,-9.7127e-06,-2.6519e-06,1.9154e-31,0.014334,7.6138e-08,-9.7127e-06,-2.6519e-06,1.9154e-31,2.2603e+05,2.0035,1,0.20421,0.697,0.053781,1
1.374,392.15,531.23,128.29,1.0291e-17,7.5783e-08,-0.0172,-9.995e-06,-2.7289e-06,9.4061e-32,0.014317,7.5783e-08,-9.995e-06,-2.7289e-06,9.4061e-32,2.2599e+05,2.0031,1,0.20525,0.698,0.054054,1
1.374,392.14,531.25,128.31,1.0291e-17,7.5428e-08,-0.017308,-1.0277e-05,-2.8059e-06,-3.4394e-33,0.014301,7.5428e-08,-1.0277e-05,-2.8059e-06,-3.4394e-33,2.2595e+05,2.0028,1,0.20628,0.699,0.054327,1
1.3741,392.14,531.27,128.32,1.0291e-17,7.5072e-08,-0.017415,-1.0559e-05,-2.883e-06,-1.0096e-31,0.014284,7.5072e-08,-1.0559e-05,-2.883e-06,-1.0096e-31,2.2591e+05,2.0025,1,0.20732,0.7,0.0546,1
1.3742,392.13,531.3,128.34,1.0291e-17,7.4717e-08,-0.017522,-1.0842e-05,-2.96e-06,-1.985e-31,0.014267,7.4717e-08,-1.0842e-05,-2.96e-06,-1.985e-31,2.2587e+05,2.0021,1,0.20836,0.701,0.054873,1
1.3743,392.12,531.32,128.36,1.0291e-17,7.4362e-08,-0.017629,-1.1124e-05,-3.0371e-06,5.0265e-32,0.01425,7.4362e-08,-1.1124e-05,-3.0371e-06,5.0265e-32,2.2583e+05,2.0018,1,0.20939,0.702,0.055146,1
