"Ma","T","U:0","U:1","U:2","ddt0(rho)","ddt0(rho,K)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddt0(rho,e)","ddt0(thermo:psi,p)","ddtCorrDdt0(rho,U):0","ddtCorrDdt0(rho,U):1","ddtCorrDdt0(rho,U):2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3729,392.83,529.05,136.47,1.0942e-17,2.5912e-06,1.1464,0.0026746,0.00073015,-4.1019e-21,-0.8884,2.5912e-06,0.0026746,0.00073015,-4.1019e-21,2.2583e+05,1.9982,1,0.76915,1.242,0.20257,1
1.3729,392.83,529.05,136.48,1.0944e-17,2.6149e-06,1.15,0.0026872,0.00073361,-4.0332e-21,-0.88981,2.6149e-06,0.0026872,0.00073361,-4.0332e-21,2.2583e+05,1.9982,1,0.77019,1.243,0.20284,1
1.3729,392.83,529.05,136.49,1.0946e-17,2.6386e-06,1.1537,0.0026999,0.00073707,-3.9644e-21,-0.89122,2.6386e-06,0.0026999,0.00073707,-3.9644e-21,2.2583e+05,1.9982,1,0.77123,1.244,0.20311,1
1.3729,392.83,529.05,136.49,1.0948e-17,2.6623e-06,1.1573,0.0027126,0.00074054,-3.8956e-21,-0.89262,2.6623e-06,0.0027126,0.00074054,-3.8956e-21,2.2583e+05,1.9982,1,0.77226,1.245,0.20338,1
1.3729,392.83,529.05,136.5,1.0949e-17,2.6861e-06,1.161,0.0027253,0.000744,-3.8269e-21,-0.89403,2.6861e-06,0.0027253,0.000744,-3.8269e-21,2.2583e+05,1.9982,1,0.7733,1.246,0.20366,1
1.3729,392.83,529.05,136.51,1.0951e-17,2.7098e-06,1.1646,0.002738,0.00074746,-3.7581e-21,-0.89544,2.7098e-06,0.002738,0.00074746,-3.7581e-21,2.2583e+05,1.9982,1,0.77434,1.247,0.20393,1
1.3729,392.83,529.04,136.52,1.0953e-17,2.7335e-06,1.1682,0.0027506,0.00075092,-3.6894e-21,-0.89685,2.7335e-06,0.0027506,0.00075092,-3.6894e-21,2.2583e+05,1.9982,1,0.77537,1.248,0.2042,1
1.3729,392.83,529.04,136.52,1.0955e-17,2.7572e-06,1.1719,0.0027633,0.00075438,-3.6206e-21,-0.89826,2.7572e-06,0.0027633,0.00075438,-3.6206e-21,2.2583e+05,1.9982,1,0.77641,1.249,0.20448,1
1.3729,392.83,529.04,136.53,1.0957e-17,2.7809e-06,1.1755,0.002776,0.00075784,-3.5518e-21,-0.89967,2.7809e-06,0.002776,0.00075784,-3.5518e-21,2.2583e+05,1.9982,1,0.77745,1.25,0.20475,1
1.3729,392.83,529.04,136.54,1.0958e-17,2.8047e-06,1.1792,0.0027887,0.00076131,-3.4831e-21,-0.90108,2.8047e-06,0.0027887,0.00076131,-3.4831e-21,2.2583e+05,1.9982,1,0.77848,1.251,0.20502,1
1.3729,392.83,529.04,136.55,1.096e-17,2.8284e-06,1.1828,0.0028013,0.00076477,-3.4143e-21,-0.90248,2.8284e-06,0.0028013,0.00076477,-3.4143e-21,2.2583e+05,1.9981,1,0.77952,1.252,0.2053,1
1.3729,392.83,529.04,136.55,1.0962e-17,2.8521e-06,1.1865,0.002814,0.00076823,-3.3456e-21,-0.90389,2.8521e-06,0.002814,0.00076823,-3.3456e-21,2.2583e+05,1.9981,1,0.78056,1.253,0.20557,1
1.3729,392.83,529.03,136.56,1.0964e-17,2.8758e-06,1.1901,0.0028267,0.00077169,-3.2768e-21,-0.9053,2.8758e-06,0.0028267,0.00077169,-3.2768e-21,2.2582e+05,1.9981,1,0.78159,1.254,0.20584,1
1.3729,392.83,529.03,136.57,1.113e-17,2.8994e-06,1.1939,0.0028397,0.00077524,-3.2639e-21,-0.90682,2.8994e-06,0.0028397,0.00077524,-3.2639e-21,2.2582e+05,1.9981,1,0.78263,1.255,0.20612,1
1.3729,392.83,529.03,136.58,1.1713e-17,2.9228e-06,1.1983,0.0028536,0.00077903,-3.3927e-21,-0.90862,2.9228e-06,0.0028536,0.00077903,-3.3927e-21,2.2582e+05,1.9981,1,0.78367,1.256,0.20639,1
1.3729,392.83,529.03,136.58,1.2295e-17,2.9461e-06,1.2027,0.0028675,0.00078282,-3.5215e-21,-0.91042,2.9461e-06,0.0028675,0.00078282,-3.5215e-21,2.2582e+05,1.9981,1,0.7847,1.257,0.20666,1
1.3729,392.83,529.03,136.59,1.2878e-17,2.9694e-06,1.2071,0.0028813,0.0007866,-3.6503e-21,-0.91221,2.9694e-06,0.0028813,0.0007866,-3.6503e-21,2.2582e+05,1.9981,1,0.78574,1.258,0.20693,1
1.3729,392.83,529.03,136.6,1.3461e-17,2.9927e-06,1.2115,0.0028952,0.00079039,-3.7791e-21,-0.91401,2.9927e-06,0.0028952,0.00079039,-3.7791e-21,2.2582e+05,1.9981,1,0.78678,1.259,0.20721,1
1.3729,392.83,529.02,136.61,1.4043e-17,3.0161e-06,1.2159,0.0029091,0.00079417,-3.9079e-21,-0.91581,3.0161e-06,0.0029091,0.00079417,-3.9079e-21,2.2582e+05,1.9981,1,0.78781,1.26,0.20748,1
1.3729,392.84,529.02,136.61,1.4626e-17,3.0394e-06,1.2203,0.0029229,0.00079796,-4.0366e-21,-0.91761,3.0394e-06,0.0029229,0.00079796,-4.0366e-21,2.2582e+05,1.9981,1,0.78885,1.261,0.20775,1
1.3729,392.84,529.02,136.62,1.5209e-17,3.0627e-06,1.2247,0.0029368,0.00080175,-4.1654e-21,-0.91941,3.0627e-06,0.0029368,0.00080175,-4.1654e-21,2.2582e+05,1.9981,1,0.78989,1.262,0.20803,1
1.3729,392.84,529.02,136.63,1.5791e-17,3.0861e-06,1.2291,0.0029507,0.00080553,-4.2942e-21,-0.92121,3.0861e-06,0.0029507,0.00080553,-4.2942e-21,2.2582e+05,1.9981,1,0.79092,1.263,0.2083,1
1.3729,392.84,529.02,136.63,1.6374e-17,3.1094e-06,1.2335,0.0029645,0.00080932,-4.423e-21,-0.923,3.1094e-06,0.0029645,0.00080932,-4.423e-21,2.2582e+05,1.9981,1,0.79196,1.264,0.20857,1
1.3729,392.84,529.02,136.64,1.6957e-17,3.1327e-06,1.2379,0.0029784,0.0008131,-4.5518e-21,-0.9248,3.1327e-06,0.0029784,0.0008131,-4.5518e-21,2.2582e+05,1.9981,1,0.793,1.265,0.20885,1
1.3729,392.84,529.01,136.65,1.7539e-17,3.156e-06,1.2423,0.0029923,0.00081689,-4.6805e-21,-0.9266,3.156e-06,0.0029923,0.00081689,-4.6805e-21,2.2582e+05,1.9981,1,0.79403,1.266,0.20912,1
1.3729,392.84,529.01,136.66,1.8122e-17,3.1794e-06,1.2467,0.0030061,0.00082068,-4.8093e-21,-0.9284,3.1794e-06,0.0030061,0.00082068,-4.8093e-21,2.2582e+05,1.9981,1,0.79507,1.267,0.20939,1
1.3729,392.84,529.01,136.66,1.8705e-17,3.2027e-06,1.2511,0.00302,0.00082446,-4.9381e-21,-0.9302,3.2027e-06,0.00302,0.00082446,-4.9381e-21,2.2582e+05,1.9981,1,0.7961,1.268,0.20966,1
1.3729,392.84,529.01,136.67,1.9287e-17,3.226e-06,1.2554,0.0030339,0.00082825,-5.0669e-21,-0.93199,3.226e-06,0.0030339,0.00082825,-5.0669e-21,2.2582e+05,1.9981,1,0.79714,1.269,0.20994,1
1.3729,392.84,529.01,136.68,1.987e-17,3.2493e-06,1.2598,0.0030477,0.00083203,-5.1957e-21,-0.93379,3.2493e-06,0.0030477,0.00083203,-5.1957e-21,2.2582e+05,1.9981,1,0.79818,1.27,0.21021,1
1.3729,392.84,529.01,136.69,2.0453e-17,3.2727e-06,1.2642,0.0030616,0.00083582,-5.3245e-21,-0.93559,3.2727e-06,0.0030616,0.00083582,-5.3245e-21,2.2582e+05,1.9981,1,0.79921,1.271,0.21048,1
1.3729,392.84,529.01,136.69,2.1035e-17,3.296e-06,1.2686,0.0030755,0.00083961,-5.4532e-21,-0.93739,3.296e-06,0.0030755,0.00083961,-5.4532e-21,2.2582e+05,1.9981,1,0.80025,1.272,0.21076,1
1.3729,392.84,529,136.7,2.1618e-17,3.3193e-06,1.273,0.0030893,0.00084339,-5.582e-21,-0.93919,3.3193e-06,0.0030893,0.00084339,-5.582e-21,2.2582e+05,1.9981,1,0.80129,1.273,0.21103,1
1.3729,392.84,529,136.71,2.196e-17,3.3416e-06,1.2774,0.003103,0.00084711,-5.5764e-21,-0.94112,3.3416e-06,0.003103,0.00084711,-5.5764e-21,2.2582e+05,1.998,1,0.80232,1.274,0.2113,1
1.3729,392.84,529,136.71,2.1962e-17,3.3624e-06,1.2818,0.0031162,0.00085072,-5.3813e-21,-0.94323,3.3624e-06,0.0031162,0.00085072,-5.3813e-21,2.2582e+05,1.998,1,0.80336,1.275,0.21158,1
1.3729,392.84,529,136.72,2.1964e-17,3.3832e-06,1.2863,0.0031294,0.00085433,-5.1863e-21,-0.94535,3.3832e-06,0.0031294,0.00085433,-5.1863e-21,2.2582e+05,1.998,1,0.8044,1.276,0.21185,1
1.3729,392.84,529,136.73,2.1966e-17,3.404e-06,1.2907,0.0031426,0.00085794,-4.9913e-21,-0.94746,3.404e-06,0.0031426,0.00085794,-4.9913e-21,2.2582e+05,1.998,1,0.80543,1.277,0.21212,1
1.3729,392.84,529,136.74,2.1969e-17,3.4248e-06,1.2951,0.0031559,0.00086155,-4.7962e-21,-0.94957,3.4248e-06,0.0031559,0.00086155,-4.7962e-21,2.2582e+05,1.998,1,0.80647,1.278,0.21239,1
1.3729,392.84,528.99,136.74,2.1971e-17,3.4456e-06,1.2995,0.0031691,0.00086517,-4.6011e-21,-0.95169,3.4456e-06,0.0031691,0.00086517,-4.6011e-21,2.2582e+05,1.998,1,0.80751,1.279,0.21267,1
1.3729,392.84,528.99,136.75,2.1973e-17,3.4664e-06,1.3039,0.0031823,0.00086878,-4.4061e-21,-0.9538,3.4664e-06,0.0031823,0.00086878,-4.4061e-21,2.2582e+05,1.998,1,0.80854,1.28,0.21294,1
1.3729,392.84,528.99,136.76,2.1975e-17,3.4872e-06,1.3083,0.0031956,0.00087239,-4.211e-21,-0.95592,3.4872e-06,0.0031956,0.00087239,-4.211e-21,2.2581e+05,1.998,1,0.80958,1.281,0.21321,1
1.3729,392.84,528.99,136.76,2.1978e-17,3.508e-06,1.3128,0.0032088,0.000876,-4.016e-21,-0.95803,3.508e-06,0.0032088,0.000876,-4.016e-21,2.2581e+05,1.998,1,0.81062,1.282,0.21349,1
1.3729,392.84,528.99,136.77,2.198e-17,3.5288e-06,1.3172,0.003222,0.00087961,-3.8209e-21,-0.96015,3.5288e-06,0.003222,0.00087961,-3.8209e-21,2.2581e+05,1.998,1,0.81165,1.283,0.21376,1
1.3729,392.84,528.99,136.78,2.1982e-17,3.5496e-06,1.3216,0.0032353,0.00088322,-3.6259e-21,-0.96226,3.5496e-06,0.0032353,0.00088322,-3.6259e-21,2.2581e+05,1.998,1,0.81269,1.284,0.21403,1
1.3729,392.84,528.98,136.79,2.1984e-17,3.5704e-06,1.326,0.0032485,0.00088684,-3.4308e-21,-0.96438,3.5704e-06,0.0032485,0.00088684,-3.4308e-21,2.2581e+05,1.998,1,0.81373,1.285,0.2143,1
1.3729,392.84,528.98,136.79,2.1987e-17,3.5912e-06,1.3304,0.0032617,0.00089045,-3.2358e-21,-0.96649,3.5912e-06,0.0032617,0.00089045,-3.2358e-21,2.2581e+05,1.998,1,0.81476,1.286,0.21458,1
1.3729,392.84,528.98,136.8,2.1989e-17,3.612e-06,1.3349,0.0032749,0.00089406,-3.0407e-21,-0.9686,3.612e-06,0.0032749,0.00089406,-3.0407e-21,2.2581e+05,1.998,1,0.8158,1.287,0.21485,1
1.3729,392.84,528.98,136.81,2.1991e-17,3.6328e-06,1.3393,0.0032882,0.00089767,-2.8457e-21,-0.97072,3.6328e-06,0.0032882,0.00089767,-2.8457e-21,2.2581e+05,1.998,1,0.81684,1.288,0.21512,1
1.3729,392.84,528.98,136.81,2.1993e-17,3.6536e-06,1.3437,0.0033014,0.00090128,-2.6506e-21,-0.97284,3.6536e-06,0.0033014,0.00090128,-2.6506e-21,2.2581e+05,1.998,1,0.81787,1.289,0.2154,1
1.3729,392.84,528.98,136.82,2.1996e-17,3.6744e-06,1.3481,0.0033146,0.00090489,-2.4556e-21,-0.97495,3.6744e-06,0.0033146,0.00090489,-2.4556e-21,2.2581e+05,1.998,1,0.81891,1.29,0.21567,1
1.3729,392.84,528.97,136.83,2.1998e-17,3.6952e-06,1.3525,0.0033279,0.00090851,-2.2605e-21,-0.97706,3.6952e-06,0.0033279,0.00090851,-2.2605e-21,2.2581e+05,1.998,1,0.81995,1.291,0.21594,1
1.3729,392.84,528.97,136.83,2.2e-17,3.716e-06,1.357,0.0033411,0.00091212,-2.0655e-21,-0.97918,3.716e-06,0.0033411,0.00091212,-2.0655e-21,2.2581e+05,1.998,1,0.82098,1.292,0.21622,1
1.3729,392.84,528.97,136.84,2.2002e-17,3.7332e-06,1.3609,0.0033525,0.00091524,-1.9088e-21,-0.98141,3.7332e-06,0.0033525,0.00091524,-1.9088e-21,2.2581e+05,1.998,1,0.82202,1.293,0.21649,1
1.3729,392.84,528.97,136.85,2.2004e-17,3.7476e-06,1.3644,0.0033625,0.00091796,-1.784e-21,-0.98373,3.7476e-06,0.0033625,0.00091796,-1.784e-21,2.2581e+05,1.998,1,0.82306,1.294,0.21676,1
1.3729,392.84,528.97,136.86,2.2007e-17,3.762e-06,1.3679,0.0033724,0.00092068,-1.6592e-21,-0.98605,3.762e-06,0.0033724,0.00092068,-1.6592e-21,2.2581e+05,1.998,1,0.82409,1.295,0.21703,1
1.3729,392.84,528.97,136.86,2.2009e-17,3.7764e-06,1.3715,0.0033824,0.0009234,-1.5343e-21,-0.98837,3.7764e-06,0.0033824,0.0009234,-1.5343e-21,2.2581e+05,1.998,1,0.82513,1.296,0.21731,1
1.3729,392.84,528.97,136.87,2.2011e-17,3.7908e-06,1.375,0.0033924,0.00092611,-1.4095e-21,-0.9907,3.7908e-06,0.0033924,0.00092611,-1.4095e-21,2.2581e+05,1.998,1,0.82617,1.297,0.21758,1
1.3729,392.84,528.96,136.88,2.2013e-17,3.8052e-06,1.3785,0.0034023,0.00092883,-1.2846e-21,-0.99302,3.8052e-06,0.0034023,0.00092883,-1.2846e-21,2.2581e+05,1.9979,1,0.8272,1.298,0.21785,1
1.3729,392.85,528.96,136.88,2.2016e-17,3.8196e-06,1.382,0.0034123,0.00093155,-1.1598e-21,-0.99534,3.8196e-06,0.0034123,0.00093155,-1.1598e-21,2.2581e+05,1.9979,1,0.82824,1.299,0.21813,1
1.3729,392.85,528.96,136.89,2.2018e-17,3.8339e-06,1.3856,0.0034222,0.00093427,-1.0349e-21,-0.99766,3.8339e-06,0.0034222,0.00093427,-1.0349e-21,2.2581e+05,1.9979,1,0.82928,1.3,0.2184,1
1.3729,392.85,528.96,136.9,2.202e-17,3.8483e-06,1.3891,0.0034322,0.00093699,-9.1009e-22,-0.99998,3.8483e-06,0.0034322,0.00093699,-9.1009e-22,2.2581e+05,1.9979,1,0.83031,1.301,0.21867,1
1.3729,392.85,528.96,136.9,2.2022e-17,3.8627e-06,1.3926,0.0034421,0.00093971,-7.8524e-22,-1.0023,3.8627e-06,0.0034421,0.00093971,-7.8524e-22,2.2581e+05,1.9979,1,0.83135,1.302,0.21895,1
1.3729,392.85,528.96,136.91,2.2024e-17,3.8771e-06,1.3961,0.0034521,0.00094242,-6.604e-22,-1.0046,3.8771e-06,0.0034521,0.00094242,-6.604e-22,2.2581e+05,1.9979,1,0.83239,1.303,0.21922,1
1.3729,392.85,528.95,136.92,2.2027e-17,3.8915e-06,1.3997,0.0034621,0.00094514,-5.3555e-22,-1.007,3.8915e-06,0.0034621,0.00094514,-5.3555e-22,2.2581e+05,1.9979,1,0.83342,1.304,0.21949,1
1.3729,392.85,528.95,136.92,2.2029e-17,3.9059e-06,1.4032,0.003472,0.00094786,-4.1072e-22,-1.0093,3.9059e-06,0.003472,0.00094786,-4.1072e-22,2.2581e+05,1.9979,1,0.83446,1.305,0.21977,1
1.3729,392.85,528.95,136.93,2.2031e-17,3.9202e-06,1.4067,0.003482,0.00095058,-2.8587e-22,-1.0116,3.9202e-06,0.003482,0.00095058,-2.8587e-22,2.2581e+05,1.9979,1,0.8355,1.306,0.22004,1
1.3729,392.85,528.95,136.94,2.2033e-17,3.9346e-06,1.4102,0.0034919,0.0009533,-1.6102e-22,-1.0139,3.9346e-06,0.0034919,0.0009533,-1.6102e-22,2.2581e+05,1.9979,1,0.83653,1.307,0.22031,1
1.3729,392.85,528.95,136.95,2.2036e-17,3.949e-06,1.4137,0.0035019,0.00095601,-3.6183e-23,-1.0162,3.949e-06,0.0035019,0.00095601,-3.6183e-23,2.2581e+05,1.9979,1,0.83757,1.308,0.22058,1
1.3729,392.85,528.95,136.95,2.2038e-17,3.9634e-06,1.4173,0.0035118,0.00095873,8.8665e-23,-1.0186,3.9634e-06,0.0035118,0.00095873,8.8665e-23,2.2581e+05,1.9979,1,0.83861,1.309,0.22086,1
1.3729,392.85,528.95,136.96,2.204e-17,3.9778e-06,1.4208,0.0035218,0.00096145,2.135e-22,-1.0209,3.9778e-06,0.0035218,0.00096145,2.135e-22,2.258e+05,1.9979,1,0.83964,1.31,0.22113,1
1.3729,392.85,528.94,136.97,2.2042e-17,3.9922e-06,1.4243,0.0035318,0.00096417,3.3835e-22,-1.0232,3.9922e-06,0.0035318,0.00096417,3.3835e-22,2.258e+05,1.9979,1,0.84068,1.311,0.2214,1
1.3729,392.85,528.94,136.97,2.1647e-17,4.0017e-06,1.4271,0.0035391,0.00096618,3.6808e-22,-1.0256,4.0017e-06,0.0035391,0.00096618,3.6808e-22,2.258e+05,1.9979,1,0.84172,1.312,0.22168,1
1.3729,392.85,528.94,136.98,2.1064e-17,4.009e-06,1.4295,0.0035453,0.00096786,3.529e-22,-1.028,4.009e-06,0.0035453,0.00096786,3.529e-22,2.258e+05,1.9979,1,0.84275,1.313,0.22195,1
1.3729,392.85,528.94,136.99,2.0481e-17,4.0163e-06,1.432,0.0035514,0.00096954,3.3771e-22,-1.0304,4.0163e-06,0.0035514,0.00096954,3.3771e-22,2.258e+05,1.9979,1,0.84379,1.314,0.22222,1
1.3729,392.85,528.94,136.99,1.9898e-17,4.0236e-06,1.4344,0.0035576,0.00097122,3.2253e-22,-1.0329,4.0236e-06,0.0035576,0.00097122,3.2253e-22,2.258e+05,1.9979,1,0.84482,1.315,0.2225,1
1.3729,392.85,528.94,137,1.9315e-17,4.0309e-06,1.4368,0.0035637,0.0009729,3.0734e-22,-1.0353,4.0309e-06,0.0035637,0.0009729,3.0734e-22,2.258e+05,1.9979,1,0.84586,1.316,0.22277,1
1.3729,392.85,528.93,137.01,1.8732e-17,4.0382e-06,1.4392,0.0035699,0.00097458,2.9216e-22,-1.0377,4.0382e-06,0.0035699,0.00097458,2.9216e-22,2.258e+05,1.9979,1,0.8469,1.317,0.22304,1
1.3729,392.85,528.93,137.01,1.8149e-17,4.0455e-06,1.4417,0.003576,0.00097626,2.7698e-22,-1.0401,4.0455e-06,0.003576,0.00097626,2.7698e-22,2.258e+05,1.9979,1,0.84793,1.318,0.22331,1
1.3729,392.85,528.93,137.02,1.7566e-17,4.0529e-06,1.4441,0.0035822,0.00097794,2.6179e-22,-1.0426,4.0529e-06,0.0035822,0.00097794,2.6179e-22,2.258e+05,1.9979,1,0.84897,1.319,0.22359,1
1.3729,392.85,528.93,137.03,1.6983e-17,4.0602e-06,1.4465,0.0035884,0.00097962,2.466e-22,-1.045,4.0602e-06,0.0035884,0.00097962,2.466e-22,2.258e+05,1.9979,1,0.85001,1.32,0.22386,1
1.3729,392.85,528.93,137.03,1.64e-17,4.0675e-06,1.4489,0.0035945,0.0009813,2.3142e-22,-1.0474,4.0675e-06,0.0035945,0.0009813,2.3142e-22,2.258e+05,1.9978,1,0.85104,1.321,0.22413,1
1.3729,392.85,528.93,137.04,1.5817e-17,4.0748e-06,1.4514,0.0036007,0.00098298,2.1623e-22,-1.0498,4.0748e-06,0.0036007,0.00098298,2.1623e-22,2.258e+05,1.9978,1,0.85208,1.322,0.22441,1
1.3729,392.85,528.93,137.05,1.5234e-17,4.0821e-06,1.4538,0.0036068,0.00098466,2.0105e-22,-1.0523,4.0821e-06,0.0036068,0.00098466,2.0105e-22,2.258e+05,1.9978,1,0.85312,1.323,0.22468,1
1.3729,392.85,528.92,137.05,1.4651e-17,4.0894e-06,1.4562,0.003613,0.00098634,1.8587e-22,-1.0547,4.0894e-06,0.003613,0.00098634,1.8587e-22,2.258e+05,1.9978,1,0.85415,1.324,0.22495,1
1.3729,392.85,528.92,137.06,1.4067e-17,4.0967e-06,1.4587,0.0036191,0.00098802,1.7068e-22,-1.0571,4.0967e-06,0.0036191,0.00098802,1.7068e-22,2.258e+05,1.9978,1,0.85519,1.325,0.22523,1
1.3729,392.85,528.92,137.07,1.3484e-17,4.104e-06,1.4611,0.0036253,0.0009897,1.5549e-22,-1.0595,4.104e-06,0.0036253,0.0009897,1.5549e-22,2.258e+05,1.9978,1,0.85623,1.326,0.2255,1
1.3729,392.85,528.92,137.07,1.2901e-17,4.1113e-06,1.4635,0.0036314,0.00099138,1.4031e-22,-1.062,4.1113e-06,0.0036314,0.00099138,1.4031e-22,2.258e+05,1.9978,1,0.85726,1.327,0.22577,1
1.3729,392.85,528.92,137.08,1.2318e-17,4.1186e-06,1.4659,0.0036376,0.00099306,1.2513e-22,-1.0644,4.1186e-06,0.0036376,0.00099306,1.2513e-22,2.258e+05,1.9978,1,0.8583,1.328,0.22604,1
1.3729,392.85,528.92,137.09,1.1735e-17,4.1259e-06,1.4684,0.0036437,0.00099474,1.0994e-22,-1.0668,4.1259e-06,0.0036437,0.00099474,1.0994e-22,2.258e+05,1.9978,1,0.85934,1.329,0.22632,1
1.3729,392.85,528.91,137.09,1.1152e-17,4.1332e-06,1.4708,0.0036499,0.00099642,9.4756e-23,-1.0692,4.1332e-06,0.0036499,0.00099642,9.4756e-23,2.258e+05,1.9978,1,0.86037,1.33,0.22659,1
1.3729,392.85,528.91,137.1,1.1044e-17,4.1367e-06,1.4726,0.003654,0.00099754,8.549e-23,-1.0717,4.1367e-06,0.003654,0.00099754,8.549e-23,2.258e+05,1.9978,1,0.86141,1.331,0.22686,1
1.3729,392.85,528.91,137.11,1.1046e-17,4.1392e-06,1.4743,0.0036576,0.00099853,7.7601e-23,-1.0742,4.1392e-06,0.0036576,0.00099853,7.7601e-23,2.258e+05,1.9978,1,0.86245,1.332,0.22714,1
1.3729,392.85,528.91,137.11,1.1049e-17,4.1418e-06,1.476,0.0036613,0.00099953,6.9709e-23,-1.0766,4.1418e-06,0.0036613,0.00099953,6.9709e-23,2.258e+05,1.9978,1,0.86348,1.333,0.22741,1
1.3729,392.85,528.91,137.12,1.1051e-17,4.1444e-06,1.4777,0.0036649,0.0010005,6.1821e-23,-1.0791,4.1444e-06,0.0036649,0.0010005,6.1821e-23,2.258e+05,1.9978,1,0.86452,1.334,0.22768,1
1.3729,392.85,528.91,137.13,1.1053e-17,4.147e-06,1.4795,0.0036685,0.0010015,5.3932e-23,-1.0816,4.147e-06,0.0036685,0.0010015,5.3932e-23,2.258e+05,1.9978,1,0.86556,1.335,0.22795,1
1.3729,392.86,528.91,137.13,1.1055e-17,4.1496e-06,1.4812,0.0036722,0.0010025,4.604e-23,-1.084,4.1496e-06,0.0036722,0.0010025,4.604e-23,2.258e+05,1.9978,1,0.86659,1.336,0.22823,1
1.3729,392.86,528.9,137.14,1.1058e-17,4.1522e-06,1.4829,0.0036758,0.0010035,3.8151e-23,-1.0865,4.1522e-06,0.0036758,0.0010035,3.8151e-23,2.258e+05,1.9978,1,0.86763,1.337,0.2285,1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.86867,1.338,0.22877,1
1.3729,392.86,528.9,137.15,1.1062e-17,4.1573e-06,1.4863,0.0036831,0.0010055,2.2371e-23,-1.0914,4.1573e-06,0.0036831,0.0010055,2.2371e-23,2.258e+05,1.9978,1,0.8697,1.339,0.22905,1
1.3729,392.86,528.9,137.16,1.1064e-17,4.1599e-06,1.488,0.0036867,0.0010065,1.4482e-23,-1.0939,4.1599e-06,0.0036867,0.0010065,1.4482e-23,2.258e+05,1.9978,1,0.87074,1.34,0.22932,1
1.3729,392.86,528.9,137.17,1.1067e-17,4.1625e-06,1.4897,0.0036904,0.0010075,6.5895e-24,-1.0964,4.1625e-06,0.0036904,0.0010075,6.5895e-24,2.258e+05,1.9978,1,0.87178,1.341,0.22959,1
1.3729,392.86,528.9,137.17,1.1069e-17,4.1651e-06,1.4914,0.003694,0.0010085,-1.2971e-24,-1.0988,4.1651e-06,0.003694,0.0010085,-1.2971e-24,2.258e+05,1.9978,1,0.87281,1.342,0.22987,1
1.3729,392.86,528.9,137.18,1.1071e-17,4.1677e-06,1.4931,0.0036976,0.0010094,-9.186e-24,-1.1013,4.1677e-06,0.0036976,0.0010094,-9.186e-24,2.2579e+05,1.9978,1,0.87385,1.343,0.23014,1
1.3729,392.86,528.89,137.19,1.1073e-17,4.1703e-06,1.4948,0.0037013,0.0010104,-1.7079e-23,-1.1038,4.1703e-06,0.0037013,0.0010104,-1.7079e-23,2.2579e+05,1.9978,1,0.87489,1.344,0.23041,1
1.3729,392.86,528.89,137.19,1.1075e-17,4.1729e-06,1.4965,0.0037049,0.0010114,-2.4965e-23,-1.1062,4.1729e-06,0.0037049,0.0010114,-2.4965e-23,2.2579e+05,1.9978,1,0.87592,1.345,0.23068,1
1.3729,392.86,528.89,137.2,1.1078e-17,4.1754e-06,1.4982,0.0037085,0.0010124,-3.2859e-23,-1.1087,4.1754e-06,0.0037085,0.0010124,-3.2859e-23,2.2579e+05,1.9977,1,0.87696,1.346,0.23096,1
1.3729,392.86,528.89,137.21,1.108e-17,4.178e-06,1.4999,0.0037122,0.0010134,-4.0748e-23,-1.1112,4.178e-06,0.0037122,0.0010134,-4.0748e-23,2.2579e+05,1.9977,1,0.878,1.347,0.23123,1
1.3729,392.86,528.89,137.21,1.1082e-17,4.1806e-06,1.5016,0.0037158,0.0010144,-4.8636e-23,-1.1136,4.1806e-06,0.0037158,0.0010144,-4.8636e-23,2.2579e+05,1.9977,1,0.87903,1.348,0.2315,1
1.3729,392.86,528.89,137.22,1.1084e-17,4.1832e-06,1.5033,0.0037194,0.0010154,-5.6527e-23,-1.1161,4.1832e-06,0.0037194,0.0010154,-5.6527e-23,2.2579e+05,1.9977,1,0.88007,1.349,0.23178,1
1.373,392.86,528.89,137.22,1.1084e-17,4.1838e-06,1.5047,0.003722,0.0010161,-6.5283e-23,-1.1186,4.1838e-06,0.003722,0.0010161,-6.5283e-23,2.2579e+05,1.9977,1,0.88111,1.35,0.23205,1
1.373,392.86,528.88,137.23,1.1084e-17,4.1843e-06,1.5061,0.0037246,0.0010168,-7.4096e-23,-1.1211,4.1843e-06,0.0037246,0.0010168,-7.4096e-23,2.2579e+05,1.9977,1,0.88214,1.351,0.23232,1
1.373,392.86,528.88,137.24,1.1083e-17,4.1847e-06,1.5075,0.0037271,0.0010175,-8.2901e-23,-1.1236,4.1847e-06,0.0037271,0.0010175,-8.2901e-23,2.2579e+05,1.9977,1,0.88318,1.352,0.2326,1
1.373,392.86,528.88,137.24,1.1083e-17,4.1852e-06,1.5089,0.0037297,0.0010182,-9.1709e-23,-1.1261,4.1852e-06,0.0037297,0.0010182,-9.1709e-23,2.2579e+05,1.9977,1,0.88422,1.353,0.23287,1
